count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24
1,-6.50,2.00,3.25,4.00,2.00,2.75,4.00,4.75,2.75,3.50,1.50,5.50,3.50,1.00,5.50,3.00,1.00,1.75,3.00,3.75,5.00,2.50,3.75,4.50,2.50,4.50
1,-8.67,5.00,4.33,1.33,5.00,2.00,5.67,2.67,6.33,3.33,7.00,4.00,7.67,4.67,6.17,5.33,2.50,6.00,1.00,6.67,1.67,7.33,2.33,3.67,3.00,3.67
3,-13.00,8.00,6.50,3.00,8.00,11.00,3.00,6.00,11.00,1.00,6.00,9.00,7.50,4.00,9.00,12.00,4.00,7.00,5.50,2.00,7.00,10.00,2.00,5.00,10.00,5.00
1,-7.09,1.64,3.55,3.27,2.82,2.55,4.45,1.82,6.09,3.45,3.00,5.09,2.27,2.00,2.73,3.64,4.36,5.27,4.82,4.55,4.09,3.82,1.00,5.45,2.64,4.27
1,-6.50,4.50,3.25,2.50,4.50,1.58,2.50,2.83,4.83,3.00,5.00,3.17,3.00,3.33,1.00,3.50,5.50,3.67,3.50,4.92,1.50,4.00,1.67,2.00,4.00,2.00
2,-13.00,7.50,6.50,2.00,1.00,3.00,8.50,4.00,3.00,5.00,4.00,6.00,5.00,7.00,6.00,8.00,7.00,9.00,8.00,10.00,9.00,11.00,10.00,5.50,4.50,12.00
1,-13.00,11.00,6.50,9.00,4.50,7.00,9.00,5.00,7.00,3.00,5.00,1.00,9.50,12.00,7.50,10.00,5.50,8.00,3.50,6.00,8.00,4.00,6.00,2.00,4.00,8.50
7,-13.00,5.00,6.50,10.00,11.50,2.00,3.50,7.00,8.50,12.00,7.00,4.00,5.50,9.00,10.50,1.00,2.50,6.00,7.50,11.00,6.00,3.00,4.50,8.00,9.50,1.50
1,-6.50,2.50,3.25,5.00,2.50,4.25,5.00,3.50,1.00,4.38,3.50,2.00,2.75,4.50,2.00,2.13,4.50,3.00,3.75,2.25,3.00,1.50,5.50,4.00,1.50,4.00
1,-13.00,7.00,6.50,7.50,7.00,8.00,1.00,2.00,8.00,9.00,8.50,3.00,9.00,10.00,3.00,4.00,10.00,11.00,4.00,5.00,4.50,5.50,5.00,6.00,12.00,6.00
1,-6.50,3.75,3.25,1.00,3.75,1.50,4.25,2.00,4.75,2.50,5.25,3.00,2.50,3.50,4.63,4.00,1.88,4.50,4.00,5.00,1.25,5.50,1.75,2.75,2.25,2.75
1,-8.67,2.67,4.33,5.33,2.67,3.67,1.00,2.00,3.67,4.67,6.33,7.33,4.67,1.33,3.00,4.00,5.67,6.67,4.00,5.00,2.33,3.33,5.00,6.00,7.67,6.00
1,-6.50,2.00,3.25,4.00,2.00,1.67,4.00,1.50,4.92,3.50,1.50,3.33,3.50,3.17,5.50,3.00,1.00,5.00,3.00,4.83,5.00,2.50,1.58,4.50,2.50,4.50
1,-8.67,2.67,4.33,5.33,7.00,2.22,1.00,2.00,3.67,4.67,6.33,4.44,3.22,4.22,3.00,4.00,5.67,6.67,5.44,6.44,2.33,3.33,5.00,6.00,7.67,1.67
10,-26.00,20.00,13.00,14.00,7.00,8.00,1.00,2.00,21.00,22.00,15.00,16.00,9.00,10.00,3.00,4.00,23.00,24.00,17.00,18.00,11.00,12.00,5.00,6.00,25.00,19.00
1,-7.09,4.55,3.55,2.00,1.00,4.18,5.55,4.00,3.00,3.82,5.18,3.64,5.00,3.45,4.82,3.27,2.27,3.09,2.09,2.91,1.91,5.09,4.09,2.55,1.55,6.09
1,-4.33,2.00,2.17,1.83,2.00,1.67,1.83,1.50,1.67,1.33,1.50,3.33,1.33,1.00,3.33,3.00,1.00,2.83,3.00,2.67,2.83,2.50,2.67,2.33,2.50,2.33
1,-8.67,5.83,4.33,3.00,3.67,6.67,3.00,6.00,6.67,5.33,3.83,4.67,1.00,4.00,4.67,3.33,4.00,2.67,7.67,2.00,4.83,5.67,2.00,2.83,5.67,5.00
1,-5.20,4.00,2.60,2.80,4.00,1.60,2.80,3.87,4.20,2.67,3.00,3.20,2.67,2.00,1.47,2.53,3.73,1.33,2.53,3.60,2.20,2.40,1.00,1.20,2.40,1.20
1,-6.00,2.00,3.00,4.00,5.00,4.00,3.00,2.00,3.00,2.00,3.00,2.00,1.00,4.00,2.00,4.00,4.00,4.00,5.00,2.00,3.00,2.00,3.00,4.00,3.00,1.00
2,-6.50,2.00,3.25,4.00,2.00,4.38,4.00,1.50,4.38,3.50,1.50,2.25,3.50,4.25,5.50,3.00,1.00,5.00,3.00,2.13,5.00,2.50,2.13,4.50,2.50,4.50
2,-8.67,4.67,4.33,5.00,4.67,5.33,5.00,5.67,1.00,6.00,5.67,2.00,1.67,6.67,6.33,2.67,2.33,3.00,7.00,3.33,3.00,3.67,7.67,4.00,3.67,4.00
2,-13.00,7.00,6.50,1.00,7.00,8.00,7.50,2.00,8.00,9.00,8.50,3.00,9.00,10.00,9.50,4.00,3.50,11.00,4.00,5.00,4.50,12.00,5.00,6.00,5.50,6.00
1,-6.50,3.00,3.25,2.75,3.00,2.50,2.75,5.50,2.50,2.00,5.50,1.75,2.00,4.75,5.00,4.50,1.50,1.00,4.50,4.00,1.00,3.75,4.00,3.50,3.75,3.50
1,-8.67,7.00,4.33,5.33,2.67,3.67,1.00,2.00,3.67,4.67,2.00,3.00,4.67,5.67,3.00,4.00,5.67,6.67,4.00,5.00,6.67,3.33,5.00,1.67,7.67,6.00
2,-6.19,4.00,3.10,4.29,2.14,3.33,1.19,2.38,5.19,1.43,3.00,4.19,4.52,2.00,3.57,4.76,2.62,3.81,1.67,2.86,3.19,1.90,1.00,2.19,5.00,4.05
1,-7.09,4.00,3.55,3.27,2.82,2.55,2.09,4.18,6.09,5.82,3.00,5.09,2.27,2.00,3.91,1.27,3.18,2.91,4.82,4.55,4.09,3.82,1.00,3.09,5.00,4.27
1,-6.50,3.33,3.25,4.50,5.50,3.50,3.42,2.50,3.50,1.50,2.50,1.58,1.50,4.92,4.83,5.00,1.67,4.00,5.00,3.00,4.00,2.00,3.00,3.17,3.08,1.00
1,-6.50,3.00,3.25,4.38,3.00,2.50,4.38,5.50,2.50,2.00,2.25,5.00,3.63,1.50,5.00,4.50,1.50,1.00,2.88,4.00,4.25,2.13,4.00,3.50,2.13,3.50
1,-13.00,11.00,6.50,9.00,4.50,7.00,9.00,5.00,7.00,3.00,5.00,1.00,3.00,12.00,7.50,10.00,5.50,8.00,10.00,6.00,8.00,4.00,6.00,2.00,4.00,8.50
