count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26
1,-14.00,4.00,3.50,7.50,7.00,8.00,11.00,10.50,11.50,12.00,1.00,7.50,1.50,2.00,4.50,6.00,5.50,5.00,10.00,9.50,9.00,8.50,6.50,13.00,12.50,2.50,3.00,6.50
1,-7.00,1.00,5.25,2.75,3.50,2.00,4.50,1.75,2.00,3.00,2.00,2.75,3.00,4.00,3.75,5.00,2.25,3.00,6.00,3.25,4.00,4.75,4.25,5.00,4.00,5.00,2.50,4.25
1,-11.20,7.20,7.00,3.00,5.60,3.20,4.40,4.20,10.20,4.80,6.00,5.80,6.20,6.40,7.40,8.00,7.80,2.00,4.00,3.80,9.20,3.40,5.40,5.20,5.00,1.00,6.80,8.20
1,-7.00,5.00,3.50,3.25,3.50,3.00,1.50,3.50,1.25,1.00,3.00,1.50,4.50,6.00,4.75,4.00,4.25,4.50,2.00,2.25,2.50,2.75,5.50,4.00,2.50,5.75,5.50,3.75
2,-9.33,4.00,7.00,1.67,4.67,8.00,4.00,2.33,5.67,2.67,3.33,6.33,5.00,6.67,1.00,1.33,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,4.33,3.67,5.33,7.67
4,-14.00,6.00,3.50,9.50,7.00,12.00,13.00,10.50,8.50,4.00,5.00,2.50,7.50,10.00,8.50,2.00,6.50,11.00,8.00,5.50,3.00,7.50,11.50,9.00,6.50,5.50,1.00,4.50
3,-14.00,8.00,10.50,4.50,7.00,2.00,1.00,3.50,5.50,10.00,9.00,4.50,6.50,4.00,5.50,12.00,7.50,3.00,6.00,8.50,11.00,6.50,9.50,5.00,7.50,8.50,13.00,9.50
1,-9.33,8.00,2.33,1.00,4.67,6.67,3.33,7.00,6.67,5.33,2.00,5.67,5.33,4.00,4.33,2.67,6.33,5.33,1.33,5.00,4.00,3.00,3.67,7.33,4.00,2.67,6.00,8.33
1,-7.00,6.00,3.50,6.00,3.50,5.00,2.50,3.50,5.00,4.00,5.00,6.00,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,1.00,2.00,3.00,2.00,4.50,1.00
1,-4.94,1.76,3.71,2.18,2.47,3.53,1.76,1.24,3.94,2.00,2.71,3.00,1.59,2.94,3.94,1.41,3.35,2.00,3.18,1.00,2.94,1.59,1.94,2.24,3.35,1.00,3.18,2.76
2,-14.00,10.00,10.50,6.50,7.00,6.00,3.00,3.50,2.50,2.00,13.00,6.50,12.50,12.00,9.50,8.00,8.50,9.00,4.00,4.50,5.00,5.50,7.50,1.00,1.50,11.50,11.00,7.50
1,-3.00,1.00,1.00,1.00,1.50,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00
1,-7.00,2.00,1.75,3.75,3.50,4.00,5.50,5.25,5.75,6.00,4.00,5.50,2.50,1.00,2.25,3.00,2.75,2.50,5.00,4.75,4.50,4.25,1.50,3.00,4.50,1.25,1.50,3.25
2,-7.00,2.00,5.25,2.00,3.50,4.00,2.00,1.75,4.00,4.25,4.00,2.00,6.00,2.75,4.00,3.00,1.00,6.00,5.00,3.00,1.00,6.00,5.00,3.00,1.00,3.00,5.00,5.00
1,-5.00,1.00,3.75,3.75,2.50,2.00,2.50,1.25,3.75,2.00,2.50,2.25,1.25,3.00,3.25,3.00,2.25,2.50,4.00,1.75,2.50,2.75,2.75,2.50,3.75,1.25,2.50,1.25
1,-7.00,1.00,3.50,4.50,3.50,2.00,1.00,3.50,2.00,3.00,2.00,4.50,3.00,4.00,5.50,5.00,4.00,3.00,6.00,1.50,4.00,3.00,2.50,5.00,4.00,5.00,6.00,2.50
1,-7.00,2.00,1.75,2.00,3.50,4.00,3.17,5.25,2.25,6.00,4.00,4.92,1.92,1.00,5.17,3.00,2.17,3.67,5.00,1.83,3.33,4.83,2.08,3.00,5.08,4.75,3.83,5.00
1,-4.00,1.00,1.00,1.00,2.00,2.00,1.00,3.00,1.00,2.00,1.50,1.00,2.00,2.00,1.00,2.00,2.50,2.00,3.00,3.00,2.00,1.50,3.00,2.50,2.00,3.00,3.00,3.00
1,-4.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,3.00,2.00,2.00,3.00,3.00,2.00,2.00,3.00,2.00,2.00,3.00,3.00,3.00
1,-9.33,6.00,7.00,3.67,4.67,2.67,6.00,2.33,5.00,4.00,7.33,8.33,6.33,5.33,5.00,6.67,7.67,4.00,3.33,4.33,5.33,1.67,1.00,2.00,3.00,4.33,3.33,5.67
1,-4.31,2.77,1.08,3.31,2.15,1.23,2.77,3.23,1.77,1.85,2.31,1.69,2.38,2.46,2.85,3.08,3.00,2.92,1.54,1.46,1.38,1.31,2.62,2.00,1.92,2.54,1.54,1.00
1,-9.33,5.78,2.33,5.00,4.67,5.33,7.33,7.00,4.56,1.78,3.78,6.56,1.00,7.56,3.00,4.00,3.67,3.33,3.56,6.33,6.00,5.67,2.78,5.56,8.33,4.78,2.00,4.33
2,-9.33,6.67,7.00,4.33,4.67,4.00,2.00,2.33,1.67,1.33,5.56,2.78,8.33,8.00,6.33,5.33,5.67,6.00,2.67,3.00,3.33,3.67,6.56,3.78,1.00,7.67,7.33,5.00
2,-9.33,4.33,7.00,4.33,4.67,4.00,2.00,2.33,6.33,3.67,4.00,6.67,8.33,5.67,6.33,5.33,5.67,6.00,5.00,3.00,3.33,3.67,2.67,5.33,1.00,3.00,7.33,5.00
1,-7.00,2.50,3.50,4.25,3.50,5.00,6.00,3.50,5.00,4.00,1.50,2.50,4.00,3.00,5.00,2.00,3.00,4.00,4.50,2.00,3.00,4.00,4.50,5.50,3.00,2.00,1.00,2.75
1,-4.78,1.17,3.59,3.39,2.39,1.66,2.20,1.20,3.20,2.83,2.00,1.00,1.63,1.95,1.49,3.12,2.12,1.80,3.61,3.29,2.98,2.66,3.78,2.78,3.15,1.59,2.59,1.39
1,-4.00,2.71,3.00,2.71,2.00,1.43,2.71,1.00,1.43,1.14,1.43,1.71,1.14,2.86,2.43,2.57,2.86,2.14,1.29,1.57,1.86,1.14,2.29,2.57,2.86,2.57,1.29,1.29
1,-5.60,2.67,4.20,1.27,2.80,1.60,3.60,1.40,3.93,2.40,2.53,2.20,1.00,3.20,3.00,4.00,3.67,3.33,2.93,2.60,2.27,1.93,3.40,3.07,4.60,1.67,2.00,4.33
1,-7.00,2.00,3.50,5.50,3.50,4.00,2.00,3.50,2.25,6.00,4.00,3.75,2.50,1.00,5.75,3.00,4.50,2.50,5.00,1.25,4.50,2.50,3.25,3.00,4.50,4.75,5.00,1.50
1,-5.83,1.00,2.62,3.62,2.92,2.00,2.75,3.21,3.46,3.00,3.75,4.21,4.46,2.83,1.71,3.83,4.29,2.42,4.83,4.12,3.42,1.54,1.62,2.08,1.37,2.37,3.08,2.21
3,-9.33,6.67,2.33,6.67,4.67,4.00,2.00,7.00,6.33,1.33,4.00,4.33,3.67,8.00,1.67,5.33,1.00,6.00,2.67,7.67,3.33,8.33,5.00,5.33,5.67,3.00,7.33,2.67
2,-14.00,6.00,7.00,13.00,7.00,12.00,6.00,7.00,5.00,4.00,12.00,6.00,11.00,10.00,5.00,2.00,3.00,4.00,8.00,9.00,10.00,11.00,8.00,2.00,3.00,9.00,8.00,1.00
1,-4.00,1.33,1.00,2.33,2.00,2.67,2.00,3.00,1.00,1.33,2.00,1.67,1.00,2.67,3.00,1.33,1.00,2.00,2.67,1.00,2.00,3.00,2.33,2.00,3.00,3.00,2.00,1.67
1,-7.00,2.00,5.25,2.00,3.50,4.00,2.00,1.75,4.00,6.00,4.00,2.00,6.00,1.00,4.00,3.00,1.00,4.25,5.00,3.00,2.75,6.00,5.00,3.00,1.00,3.00,5.00,5.00
1,-7.00,1.00,2.63,3.63,3.50,2.00,2.75,4.38,1.12,3.00,3.75,5.38,2.12,4.00,2.88,5.00,3.13,4.75,6.00,4.13,2.25,3.88,1.63,3.25,4.88,5.88,4.25,3.38
1,-7.00,4.00,5.25,5.75,3.50,1.00,4.00,1.75,2.75,5.00,4.50,2.25,3.25,2.00,2.75,6.00,3.75,5.00,3.00,4.25,2.00,3.25,4.75,2.50,3.75,4.25,3.00,1.25
15,-28.00,20.00,7.00,27.00,14.00,12.00,6.00,21.00,19.00,4.00,26.00,13.00,11.00,24.00,5.00,16.00,3.00,18.00,8.00,23.00,10.00,25.00,15.00,2.00,17.00,9.00,22.00,1.00
1,-4.67,2.67,1.75,3.25,2.33,3.00,1.50,2.92,2.42,3.33,3.00,2.08,1.58,1.33,3.58,1.67,3.08,1.00,2.00,1.08,3.67,1.58,2.58,1.67,3.08,2.25,3.17,1.42
2,-14.00,4.00,7.00,11.00,7.00,8.00,4.00,7.00,1.00,12.00,8.00,11.00,5.00,2.00,8.00,6.00,9.00,12.00,10.00,6.00,2.00,5.00,3.00,6.00,9.00,13.00,10.00,3.00
20,-28.00,16.00,21.00,9.00,14.00,4.00,2.00,7.00,25.00,20.00,18.00,23.00,13.00,8.00,11.00,24.00,1.00,6.00,12.00,17.00,22.00,27.00,5.00,10.00,15.00,3.00,26.00,19.00
3,-7.00,2.00,5.25,2.00,3.50,4.00,2.00,1.75,4.00,6.00,4.00,2.00,6.00,1.00,4.00,3.00,2.75,6.00,5.00,3.00,1.00,4.25,5.00,3.00,1.00,3.00,5.00,5.00
1,-7.00,2.50,3.50,2.50,3.50,5.00,6.00,3.50,1.50,4.00,5.00,2.50,4.00,3.00,1.50,2.00,3.00,4.00,4.50,5.50,3.00,4.00,4.50,2.00,3.00,5.50,1.00,4.50
1,-7.00,2.00,4.25,5.25,3.50,4.00,3.50,2.75,5.25,6.00,3.50,1.75,3.25,1.00,1.75,3.00,5.25,3.50,5.00,5.25,3.50,1.75,5.25,3.50,3.75,1.75,3.50,1.75
1,-7.00,5.00,1.75,4.42,3.50,3.00,3.83,5.25,2.42,1.00,4.17,5.58,2.75,6.00,3.58,4.00,5.42,2.17,2.00,3.42,4.83,1.58,1.42,2.83,4.25,4.58,3.17,2.58
1,-5.60,3.60,4.20,2.20,2.80,1.60,3.60,1.40,3.00,2.40,4.40,2.20,1.00,3.20,3.00,4.00,4.60,2.40,2.00,2.60,3.20,1.00,3.40,1.20,4.60,2.60,2.00,3.40
1,-3.00,2.00,1.00,1.00,1.50,2.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00
1,-7.00,3.00,5.25,1.25,3.50,6.00,4.17,1.75,4.25,2.00,2.50,4.75,4.92,5.00,1.92,1.00,3.25,3.17,4.00,5.08,3.83,3.75,2.25,4.50,2.08,2.75,2.83,5.75
17,-28.00,12.00,7.00,19.00,14.00,24.00,26.00,21.00,3.00,8.00,10.00,5.00,15.00,20.00,17.00,4.00,27.00,22.00,16.00,11.00,6.00,1.00,23.00,18.00,13.00,25.00,2.00,9.00
1,-4.67,2.00,3.11,2.78,2.33,3.22,2.00,1.56,1.67,2.89,3.22,1.61,1.33,1.78,1.67,1.44,1.00,1.33,2.67,3.00,3.33,3.67,3.06,1.44,3.33,3.00,2.67,1.89
1,-5.60,1.60,4.20,3.00,2.80,3.20,4.40,1.40,4.60,2.00,3.20,3.00,3.40,3.60,4.60,2.40,2.20,2.00,4.00,1.00,3.60,3.40,2.60,2.40,2.20,1.00,1.20,2.60
1,-7.00,2.00,1.75,3.75,3.50,4.00,3.17,5.25,5.75,6.00,2.83,4.92,1.92,1.00,2.25,3.00,2.75,2.50,5.00,4.75,4.50,4.25,2.08,4.17,5.08,1.25,3.83,3.25
1,-5.60,4.00,4.20,2.60,2.80,2.40,1.20,1.40,1.00,2.67,1.47,3.53,3.13,2.93,3.80,3.20,3.40,3.60,1.60,1.80,2.00,2.20,2.07,4.13,2.47,4.60,4.40,3.00
1,-9.33,2.67,2.33,5.00,4.67,5.33,7.33,7.00,7.67,8.00,3.78,6.56,1.00,1.33,3.00,4.00,3.67,3.33,6.67,6.33,6.00,5.67,2.78,5.56,8.33,1.67,2.00,4.33
1,-9.33,4.44,2.33,3.67,4.67,2.67,6.00,7.00,5.00,4.00,7.33,8.33,6.33,5.33,6.56,6.67,7.67,5.56,4.89,2.78,3.78,1.67,1.00,2.00,3.00,4.33,3.33,5.67
1,-3.00,1.00,1.00,1.00,1.50,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00
2,-14.00,12.00,3.50,8.50,7.00,10.00,5.00,10.50,6.50,8.00,3.00,8.50,11.50,6.00,6.50,4.00,9.50,1.00,2.00,7.50,13.00,4.50,5.50,11.00,2.50,7.50,9.00,5.50
1,-4.94,2.59,3.71,1.35,2.47,3.53,1.76,1.24,3.94,1.18,2.71,2.18,1.59,3.76,1.47,1.41,2.53,2.00,2.35,3.47,2.94,2.41,2.76,2.24,3.35,1.00,3.18,3.59
2,-7.00,1.00,5.25,4.50,3.50,2.00,2.75,1.75,2.00,3.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,6.00,5.00,4.00,5.00,4.25,2.50
1,-5.60,4.40,1.40,3.00,2.80,3.20,4.40,4.20,4.60,2.00,3.20,3.00,3.40,3.60,1.80,2.40,2.20,2.00,1.20,3.80,3.60,3.40,2.60,2.40,2.20,1.00,1.20,2.60
1,-7.00,3.00,3.50,4.75,3.50,6.00,3.00,3.50,2.50,2.00,2.50,3.00,5.50,5.00,2.50,1.00,5.00,2.00,4.00,4.50,5.00,2.00,4.00,4.50,1.50,4.50,4.00,2.25
1,-7.00,2.00,1.75,3.75,3.50,4.00,2.70,5.25,4.35,6.00,3.30,1.65,4.95,1.00,3.65,3.00,2.75,5.30,5.00,3.35,1.70,4.25,5.35,3.70,2.05,2.65,4.30,3.25
2,-9.33,1.33,2.33,3.67,4.67,2.67,6.00,7.00,5.00,4.00,7.33,8.33,6.33,5.33,2.67,6.67,7.67,4.00,8.00,6.67,5.33,1.67,1.00,2.00,3.00,4.33,3.33,5.67
1,-7.00,1.00,3.50,4.50,3.50,2.00,1.00,3.50,5.50,3.00,2.00,4.50,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,2.50,5.00,4.00,1.50,6.00,2.50
1,-9.33,5.33,7.00,3.00,4.67,6.00,5.33,2.33,8.33,2.00,6.00,3.00,4.33,7.33,8.33,3.33,5.00,2.00,4.00,1.00,7.33,4.33,6.33,3.33,5.00,1.00,4.00,6.33
1,-7.00,1.00,1.75,2.75,3.50,2.00,4.50,5.25,3.75,3.00,3.75,4.50,4.75,4.00,5.50,5.00,2.25,3.00,6.00,1.50,4.00,4.75,2.50,3.25,2.25,3.25,2.50,4.25
2,-14.00,6.00,10.50,2.50,7.00,12.00,13.00,3.50,8.50,4.00,5.00,9.50,7.50,10.00,8.50,2.00,6.50,11.00,8.00,5.50,3.00,7.50,4.50,9.00,6.50,5.50,1.00,11.50
1,-7.00,6.00,1.75,2.50,3.50,5.00,2.50,5.25,1.50,4.00,1.50,4.25,5.75,3.00,3.25,2.00,4.75,4.00,1.00,3.75,3.00,2.25,2.75,5.50,1.25,5.50,4.50,4.50
1,-5.60,2.00,1.40,3.40,2.80,4.00,2.00,4.20,2.60,3.20,4.00,2.00,1.80,2.40,2.60,1.60,1.00,3.20,3.60,3.00,2.40,4.60,3.60,1.60,3.80,3.00,3.60,2.20
1,-7.00,1.00,1.75,2.75,3.50,2.00,4.50,5.25,3.75,3.00,5.50,2.75,1.25,4.00,3.75,5.00,2.25,3.00,6.00,3.25,4.00,4.75,4.25,1.50,5.75,3.25,2.50,4.25
1,-7.00,1.00,1.75,1.00,3.50,2.00,1.00,5.25,2.00,3.00,2.00,2.75,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,4.25,5.00,4.00,5.00,6.00,6.00
1,-7.00,3.00,3.50,4.75,3.50,6.00,4.75,3.50,4.25,2.00,2.50,1.25,3.75,5.00,4.25,1.00,5.00,5.50,4.00,2.75,1.50,2.00,5.75,4.50,3.25,2.75,2.25,2.25
1,-4.67,1.50,3.50,1.50,2.33,3.00,2.67,1.17,3.00,3.33,3.00,1.50,3.33,1.33,3.00,1.67,3.67,2.17,3.17,1.67,2.50,1.00,3.17,1.67,1.33,1.67,2.00,3.17
1,-9.33,1.33,7.00,8.33,4.67,2.67,6.00,2.33,5.00,4.00,7.33,3.67,1.67,5.33,5.00,6.67,3.00,4.00,8.00,4.33,5.33,6.33,5.67,2.00,7.67,4.33,3.33,1.00
1,-9.33,4.00,7.00,6.33,4.67,5.67,4.00,2.33,5.67,2.67,3.33,6.33,2.67,6.67,1.00,3.67,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,6.67,3.67,5.33,3.00
1,-7.00,6.00,1.75,1.75,3.50,5.00,3.50,5.25,1.75,4.00,3.50,5.25,3.75,3.00,5.25,2.00,2.75,3.50,1.00,1.75,3.50,4.25,1.75,3.50,3.25,5.25,3.50,5.25
1,-7.00,3.00,1.75,3.00,3.50,6.00,3.00,5.25,2.50,2.00,4.25,3.00,2.00,5.00,6.00,1.00,5.00,2.00,4.00,1.00,5.00,2.00,4.00,2.75,5.00,4.50,4.00,4.00
2,-9.33,1.33,2.33,3.67,4.67,2.67,6.00,7.00,5.00,4.00,7.33,8.33,6.33,5.33,5.00,6.67,3.00,4.00,8.00,4.33,5.33,6.33,1.00,2.00,3.00,4.33,3.33,5.67
1,-7.00,4.00,3.50,4.00,3.50,1.00,4.00,3.50,4.50,5.00,1.00,4.00,5.00,2.00,4.50,6.00,2.00,5.00,3.00,2.50,2.00,5.00,3.00,6.00,2.00,2.50,3.00,3.00
2,-9.33,2.67,7.00,5.00,4.67,5.33,7.33,2.33,3.00,3.33,3.00,5.00,5.67,6.00,7.67,4.00,8.33,3.33,6.67,1.67,6.00,1.00,4.33,6.33,3.67,6.33,2.00,4.33
8,-14.00,10.00,7.00,3.00,7.00,6.00,10.00,7.00,13.00,2.00,6.00,3.00,9.00,12.00,13.00,8.00,5.00,2.00,4.00,1.00,12.00,9.00,11.00,8.00,5.00,1.00,4.00,11.00
2,-14.00,8.00,7.00,1.00,7.00,2.00,8.00,7.00,9.00,10.00,2.00,8.00,3.00,4.00,9.00,12.00,11.00,10.00,6.00,5.00,4.00,3.00,6.00,12.00,11.00,5.00,6.00,13.00
1,-4.00,2.00,1.00,3.00,2.00,3.00,2.00,3.00,3.00,2.00,2.00,1.00,3.00,2.00,2.00,1.00,3.00,2.00,2.00,2.00,2.00,1.00,3.00,2.00,1.00,1.00,2.00,1.00
1,-7.00,1.00,1.75,2.75,3.50,2.00,4.50,5.25,3.75,3.00,3.17,5.08,4.75,4.00,4.92,5.00,2.25,3.00,6.00,2.08,4.00,4.75,1.92,3.83,2.25,3.25,2.50,4.25
1,-7.00,2.00,1.75,2.00,3.50,4.00,2.00,5.25,4.00,6.00,4.00,2.00,6.00,1.00,4.00,3.00,2.75,2.50,5.00,3.00,4.50,4.25,5.00,3.00,1.00,3.00,5.00,5.00
1,-7.00,2.00,1.75,2.00,3.50,4.00,2.00,5.25,4.00,6.00,4.00,2.00,6.00,1.00,4.00,3.00,2.75,6.00,5.00,3.00,1.00,4.25,5.00,3.00,1.00,3.00,5.00,5.00
1,-5.60,2.40,1.40,3.80,2.80,2.00,3.80,4.20,3.40,1.60,2.00,1.00,3.00,4.00,3.40,3.60,2.60,4.40,3.20,2.20,1.20,3.00,4.60,3.60,2.60,2.20,1.80,1.80
1,-3.00,1.00,1.00,1.00,1.50,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,2.00
2,-7.00,4.00,3.50,4.00,3.50,4.50,4.00,3.50,1.00,5.00,4.50,4.00,1.50,2.00,1.00,2.50,2.00,5.00,3.00,6.00,2.00,5.00,3.00,2.50,5.50,6.00,3.00,3.00
1,-5.60,4.00,2.33,2.60,2.80,4.27,3.07,3.27,1.00,2.67,1.47,3.53,3.13,2.93,1.93,1.33,1.53,3.60,1.60,3.67,2.00,4.07,2.07,4.13,2.47,4.60,2.53,3.00
1,-7.00,1.00,3.50,1.00,3.50,2.00,4.50,3.50,2.00,3.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,6.00,5.00,4.00,5.00,2.50,6.00
1,-9.33,5.33,2.33,3.00,4.67,6.00,5.33,7.00,8.33,6.67,6.00,7.67,4.33,2.67,3.67,3.33,5.00,2.00,4.00,5.67,7.33,4.33,1.67,3.33,5.00,1.00,4.00,6.33
1,-7.00,1.00,3.50,2.75,3.50,2.00,4.50,3.50,2.00,3.00,5.50,2.75,1.25,4.00,3.75,5.00,2.25,3.00,6.00,3.25,4.00,4.75,4.25,1.50,5.75,5.00,2.50,4.25
1,-3.00,2.00,2.00,1.00,1.50,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00
1,-5.25,2.13,3.94,3.44,2.63,4.25,3.88,1.31,2.94,2.00,3.38,3.44,2.44,3.25,3.81,1.00,1.94,2.88,3.13,1.44,2.38,3.31,1.81,1.88,2.81,2.31,1.38,1.81
1,-7.00,1.00,3.50,4.50,3.50,2.00,3.33,3.50,5.50,3.00,2.00,4.50,4.17,4.00,5.50,5.00,5.17,3.00,6.00,1.50,4.00,1.83,2.50,5.00,2.83,1.50,3.67,2.50
6,-7.00,6.00,1.75,6.00,3.50,5.00,6.00,5.25,5.00,4.00,5.00,6.00,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,1.00,2.00,3.00,2.00,1.00,1.00
6,-7.00,6.00,5.25,6.00,3.50,5.00,6.00,1.75,5.00,4.00,5.00,6.00,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,1.00,2.00,3.00,2.00,1.00,1.00
1,-7.00,2.50,3.50,2.50,3.50,1.50,2.50,3.50,1.50,4.00,5.00,6.00,4.00,3.00,1.50,5.50,3.00,4.00,4.50,5.50,3.00,4.00,1.00,2.00,3.00,5.50,4.50,4.50
1,-7.00,2.00,5.25,2.00,3.50,4.00,2.00,1.75,4.00,6.00,4.00,2.00,4.25,1.00,4.00,3.00,1.00,6.00,5.00,3.00,1.00,6.00,5.00,3.00,2.75,3.00,5.00,5.00
1,-5.60,1.07,3.27,3.40,2.80,2.13,2.00,2.33,2.60,3.20,1.20,3.40,1.80,2.40,4.47,3.47,1.00,2.27,4.53,1.13,3.33,4.60,2.20,4.40,3.80,3.00,3.60,2.20
1,-5.60,1.60,4.20,1.60,2.80,3.20,4.40,1.40,1.80,2.00,3.20,3.00,3.40,3.60,4.60,2.40,3.60,2.00,4.00,1.00,3.60,2.00,2.60,2.40,2.20,3.80,1.20,4.00
1,-7.00,5.00,2.19,2.81,3.50,3.00,3.25,4.81,2.12,1.00,3.00,5.00,1.88,6.00,5.19,4.00,1.63,3.19,2.00,1.81,3.81,5.38,2.00,4.00,5.13,4.88,3.75,4.19
1,-4.67,2.67,2.33,2.67,2.33,3.00,2.67,2.33,3.00,1.00,3.00,2.67,1.00,3.67,3.00,1.67,3.67,3.33,2.00,1.67,1.33,1.00,2.00,1.67,3.67,1.67,2.00,2.00
1,-7.00,3.00,5.25,4.75,3.50,6.00,3.00,1.75,4.25,2.00,2.50,1.25,3.75,5.00,4.25,1.00,3.25,2.00,4.00,2.75,5.00,3.75,5.75,4.50,3.25,2.75,4.00,2.25
1,-7.00,2.00,1.75,2.00,3.50,4.00,2.00,5.25,4.00,4.25,4.00,2.00,6.00,2.75,4.00,3.00,1.00,6.00,5.00,3.00,1.00,6.00,5.00,3.00,1.00,3.00,5.00,5.00
1,-5.60,1.60,4.20,3.00,2.80,3.20,1.60,1.40,2.73,2.93,1.33,3.00,3.40,2.67,4.60,2.40,1.27,2.00,4.00,1.00,3.60,4.33,2.60,4.27,2.20,2.87,4.00,2.60
1,-5.60,4.00,1.40,3.53,2.80,2.40,3.07,4.20,1.93,3.60,2.40,2.60,4.07,2.00,1.00,3.20,3.40,3.60,1.60,4.60,2.00,2.20,3.00,3.20,1.53,3.67,2.53,2.07
1,-7.00,3.00,5.25,1.25,3.50,6.00,3.00,1.75,4.25,2.00,2.50,4.75,2.00,5.00,4.25,1.00,3.25,5.50,4.00,2.75,1.50,3.75,2.25,4.50,5.00,2.75,4.00,5.75
1,-4.00,2.67,1.00,1.00,2.00,2.67,2.00,3.00,1.00,2.67,2.00,3.00,1.00,1.33,3.00,1.33,2.33,2.00,1.33,1.00,2.00,1.67,1.00,2.00,3.00,3.00,2.00,3.00
2,-14.00,10.00,3.50,6.50,7.00,6.00,3.00,10.50,9.50,2.00,13.00,6.50,5.50,12.00,2.50,8.00,8.50,9.00,4.00,11.50,5.00,5.50,7.50,1.00,8.50,4.50,11.00,7.50
1,-9.33,8.00,2.33,1.00,4.67,6.67,3.33,7.00,4.33,5.33,2.00,5.67,7.67,4.00,4.33,2.67,6.33,5.33,1.33,5.00,4.00,3.00,3.67,7.33,1.67,5.00,6.00,8.33
1,-7.00,4.00,3.50,2.25,3.50,1.00,4.00,3.50,4.50,5.00,4.50,5.75,3.25,2.00,4.50,6.00,5.50,3.25,3.00,2.50,3.75,1.50,1.25,2.50,3.75,2.50,3.00,4.75
1,-7.00,5.00,5.25,5.25,3.50,3.00,3.50,1.75,5.25,1.00,3.50,1.75,5.25,6.00,1.75,4.00,5.25,3.50,2.00,5.25,3.50,1.75,5.25,3.50,1.75,1.75,3.50,1.75
2,-7.00,1.00,3.50,4.50,3.50,2.00,1.00,3.50,2.00,3.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,6.00,5.00,4.00,5.00,6.00,2.50
4,-9.33,6.67,7.00,4.33,4.67,4.00,2.00,2.33,1.67,1.33,4.00,6.67,8.33,8.00,6.33,5.33,5.67,6.00,2.67,3.00,3.33,3.67,2.67,5.33,1.00,7.67,7.33,5.00
2,-7.00,5.00,1.75,5.00,3.50,3.00,5.00,5.25,3.00,2.75,3.00,5.00,1.00,4.25,3.00,4.00,6.00,1.00,2.00,4.00,6.00,1.00,2.00,4.00,6.00,4.00,2.00,2.00
1,-7.00,4.00,3.50,4.00,3.50,4.50,4.00,3.50,4.50,5.00,4.50,4.00,1.50,2.00,1.00,2.50,2.00,5.00,3.00,6.00,2.00,5.00,3.00,2.50,5.50,2.50,3.00,3.00
1,-5.60,4.40,4.20,3.00,2.80,3.20,4.40,1.40,4.60,2.00,3.20,3.00,3.40,3.60,1.80,2.40,2.20,2.00,1.20,3.80,3.60,3.40,2.60,2.40,2.20,1.00,1.20,2.60
1,-7.00,4.00,5.25,2.25,3.50,1.00,2.83,1.75,2.75,5.00,4.50,5.75,3.25,2.00,2.75,6.00,1.42,1.50,3.00,4.25,5.50,5.58,1.25,2.50,3.75,4.25,4.17,4.75
1,-6.22,2.22,4.67,3.78,3.11,4.44,2.22,1.56,2.89,3.56,1.33,3.00,2.00,2.67,5.22,1.78,4.22,2.00,4.00,1.00,4.22,2.00,3.22,4.89,4.22,3.33,4.00,2.44
