count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22
1,-6.00,4.00,2.25,2.00,4.25,2.50,4.25,2.50,1.75,2.50,4.75,3.00,2.75,1.00,4.25,5.00,3.25,3.50,1.25,3.50,3.75,3.50,1.75,1.75
1,-8.00,5.33,3.00,2.67,2.33,6.00,5.67,3.33,1.00,4.67,6.33,4.00,3.67,1.33,7.00,6.67,4.33,2.00,1.67,3.33,5.00,4.67,2.33,5.67
1,-8.00,2.67,5.00,5.33,2.67,2.00,5.33,2.67,7.00,4.33,4.67,4.00,5.33,2.67,1.00,5.33,2.67,6.00,3.33,3.67,3.00,5.33,2.67,5.33
2,-4.00,1.33,3.00,2.67,3.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,1.00,1.33,3.00,2.67,3.00,2.00,3.00,2.00,1.00,2.00,1.00,1.00
1,-8.00,5.33,1.00,2.67,2.33,2.00,3.67,3.33,3.00,4.67,4.33,4.00,5.67,5.33,5.00,2.67,2.33,6.00,3.67,3.33,7.00,4.67,4.33,5.67
1,-6.00,4.00,4.65,2.00,2.65,3.30,4.25,2.50,1.95,2.90,2.35,3.00,1.55,1.00,4.05,5.00,4.45,2.70,3.65,3.10,1.35,3.50,1.75,3.35
1,-4.29,1.43,3.21,2.86,1.21,2.14,2.64,1.00,1.07,2.43,1.64,2.14,2.21,2.29,3.21,2.00,2.07,2.14,2.64,1.86,1.07,3.29,1.64,3.07
1,-6.00,2.00,3.00,4.00,4.00,3.00,5.00,4.00,3.00,2.00,4.00,3.00,5.00,4.00,3.00,2.00,1.00,3.00,2.00,4.00,3.00,2.00,1.00,2.00
1,-3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.50,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00
1,-8.00,2.67,5.00,5.33,2.67,2.00,5.33,2.67,7.00,5.33,2.67,4.00,4.33,2.67,1.00,5.33,3.67,6.00,5.33,2.67,3.00,5.33,2.67,5.33
1,-5.33,1.78,1.00,3.56,1.44,2.00,1.89,1.11,3.00,2.89,2.11,2.67,1.22,3.11,2.33,2.22,4.11,3.33,3.22,2.44,4.33,4.22,3.44,3.89
1,-4.00,1.33,2.50,2.67,2.33,1.00,2.67,1.33,3.00,2.67,2.33,2.00,2.67,1.33,1.00,2.67,1.33,3.00,1.67,1.33,1.50,2.67,1.33,1.67
1,-4.00,2.67,1.17,1.33,2.50,1.00,1.17,1.00,1.50,1.00,2.17,2.00,2.17,2.00,2.50,2.00,1.83,3.00,1.83,3.00,2.83,3.00,2.83,1.50
7,-8.00,2.67,3.00,5.33,3.00,6.00,3.00,6.00,1.00,6.00,1.00,4.00,1.00,4.00,7.00,4.00,7.00,2.00,7.00,2.00,5.00,2.00,5.00,5.00
1,-3.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.50,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00
1,-4.80,3.20,3.00,1.60,2.60,1.20,1.00,2.00,1.80,1.60,1.40,2.40,2.20,3.20,3.00,1.60,2.60,3.60,3.40,3.20,1.80,2.80,3.80,2.20
3,-8.00,5.33,7.00,2.67,4.33,6.00,1.67,3.33,5.00,4.67,2.33,4.00,5.67,1.33,3.00,6.67,2.33,2.00,5.67,3.33,1.00,4.67,6.33,3.67
1,-4.80,1.60,2.20,3.20,3.80,3.60,3.00,1.20,1.80,2.80,3.40,2.40,1.80,2.40,3.00,2.40,3.00,1.20,1.40,2.00,2.60,3.60,1.80,1.00
2,-4.00,2.67,3.00,1.33,3.00,2.00,3.00,2.00,1.00,2.00,2.33,2.00,1.00,2.67,3.00,1.33,3.00,2.00,1.67,2.00,1.00,2.00,1.00,1.00
1,-4.80,2.80,3.00,2.00,1.00,3.60,3.80,2.80,1.80,2.00,1.00,2.40,3.80,2.80,3.00,2.00,1.00,1.20,3.80,2.80,1.80,2.00,1.00,3.80
15,-12.00,4.00,3.00,8.00,7.00,6.00,11.00,10.00,9.00,2.00,1.00,6.00,5.00,4.00,3.00,8.00,7.00,6.00,11.00,10.00,9.00,2.00,1.00,5.00
1,-8.00,5.33,3.00,2.67,5.67,6.00,5.67,3.33,1.00,3.33,3.67,4.00,3.67,1.33,7.00,6.67,4.33,2.00,4.33,4.67,5.00,4.67,2.33,2.33
1,-9.60,6.40,5.40,3.20,7.00,6.00,8.60,7.60,6.60,4.40,5.80,4.80,5.00,4.00,3.00,5.60,4.60,3.60,3.80,5.20,4.20,2.00,1.00,2.60
2,-12.00,4.00,4.50,8.00,2.50,9.00,6.50,1.00,7.50,5.00,5.50,6.00,3.50,10.00,4.50,2.00,8.50,3.00,6.50,7.00,7.50,11.00,5.50,9.50
1,-6.00,4.00,3.00,2.00,1.00,3.00,2.00,4.00,3.00,2.00,1.00,3.00,5.00,4.00,3.00,2.00,1.00,3.00,5.00,4.00,3.00,2.00,4.00,5.00
2,-8.00,4.00,5.00,4.00,1.00,2.00,5.00,6.00,3.00,2.00,3.00,4.00,7.00,4.00,5.00,4.00,1.00,6.00,5.00,6.00,3.00,2.00,3.00,7.00
1,-6.00,2.00,3.75,4.00,2.75,1.50,4.75,3.50,2.25,3.50,4.25,3.00,1.25,5.00,3.75,1.00,4.75,4.50,1.75,2.50,2.25,2.50,1.25,3.25
1,-8.00,2.67,3.00,5.33,3.00,6.00,5.67,3.33,1.00,6.00,3.67,4.00,5.00,4.00,7.00,4.00,3.00,2.00,4.33,2.00,5.00,4.67,2.33,5.00
1,-8.00,5.33,7.00,2.67,4.33,6.00,4.33,3.33,5.00,3.33,2.33,4.00,2.33,1.33,3.00,6.67,5.67,2.00,5.67,4.67,1.00,4.67,3.67,3.67
3,-12.00,8.00,9.00,4.00,11.00,6.00,7.00,8.00,9.00,10.00,5.00,6.00,7.00,8.00,3.00,4.00,5.00,6.00,7.00,2.00,3.00,4.00,5.00,1.00
1,-6.00,4.00,1.50,2.00,4.50,3.00,3.50,1.00,4.50,3.00,2.50,3.00,4.50,4.00,1.50,2.00,1.50,3.00,3.50,3.00,4.50,5.00,2.50,1.50
1,-4.00,2.67,3.00,1.33,1.67,2.00,3.00,2.00,1.00,2.00,1.00,2.00,1.00,2.67,3.00,1.33,3.00,2.00,3.00,2.00,1.00,2.00,1.00,2.33
1,-8.00,2.67,1.00,5.33,3.67,2.00,1.00,2.00,3.00,2.00,3.00,4.00,3.00,4.00,5.00,4.00,5.00,6.00,5.00,6.00,7.00,6.00,7.00,4.33
27,-24.00,8.00,15.00,16.00,23.00,6.00,7.00,14.00,21.00,22.00,5.00,12.00,13.00,20.00,3.00,4.00,11.00,18.00,19.00,2.00,9.00,10.00,17.00,1.00
10,-12.00,8.00,3.00,4.00,5.00,6.00,7.00,2.00,9.00,10.00,5.00,6.00,1.00,8.00,3.00,4.00,11.00,6.00,7.00,2.00,9.00,10.00,5.00,7.00
1,-12.00,4.00,9.00,8.00,1.00,6.00,5.00,4.00,3.00,2.00,7.00,6.00,5.00,4.00,9.00,8.00,7.00,6.00,5.00,10.00,3.00,8.00,7.00,11.00
2,-8.00,4.00,3.00,4.00,3.00,6.00,3.00,6.00,1.00,2.00,5.00,4.00,5.00,4.00,7.00,4.00,3.00,2.00,3.00,6.00,5.00,2.00,5.00,5.00
1,-6.00,4.00,3.00,2.00,2.00,2.00,2.00,4.00,2.00,4.00,1.00,3.00,4.00,4.00,4.00,2.00,2.00,4.00,5.00,2.00,3.00,2.00,4.00,4.00
1,-6.00,4.00,3.75,2.00,1.75,1.50,4.25,2.50,2.25,3.50,3.25,3.00,1.25,1.00,3.75,5.00,4.75,4.50,2.75,2.50,2.25,3.50,1.75,4.25
1,-4.80,3.20,3.00,1.60,1.40,1.20,3.00,2.80,1.80,2.80,1.00,2.40,2.60,3.20,3.00,1.60,2.20,3.60,3.80,2.00,1.80,2.00,1.80,3.40
1,-4.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,3.00
1,-8.00,2.67,3.00,5.33,5.67,6.00,3.00,6.00,1.00,3.33,3.67,4.00,6.33,4.00,7.00,4.00,1.67,2.00,4.33,4.67,5.00,2.00,5.00,2.33
1,-6.86,2.29,3.86,4.57,2.71,2.57,5.00,3.14,4.71,2.00,5.29,3.43,5.86,4.00,2.14,2.86,1.00,4.29,1.57,4.86,3.00,3.71,1.86,4.14
1,-6.00,4.00,1.75,2.00,1.75,3.50,2.75,3.50,4.25,3.50,4.25,3.00,4.25,1.00,1.75,5.00,1.75,2.50,1.75,2.50,4.25,2.50,3.25,4.25
1,-4.36,1.45,1.50,2.91,2.95,3.00,1.68,3.36,1.23,1.55,2.68,2.18,3.05,2.00,3.14,2.36,1.32,1.36,1.68,2.82,2.86,1.00,2.68,1.41
2,-8.00,5.33,3.00,2.67,3.00,6.00,3.00,6.00,3.67,6.00,1.00,4.00,5.00,4.00,4.33,4.00,3.00,2.00,7.00,2.00,5.00,2.00,5.00,5.00
3,-8.00,2.67,5.00,5.33,5.00,2.00,5.00,2.00,7.00,2.00,7.00,4.00,4.33,4.00,1.00,4.00,3.67,6.00,1.00,6.00,3.00,6.00,3.00,3.00
2,-8.00,4.00,1.00,4.00,5.00,2.00,3.00,6.00,3.00,2.00,5.00,4.00,3.00,4.00,5.00,4.00,5.00,6.00,3.00,6.00,7.00,2.00,5.00,3.00
1,-8.00,5.33,5.00,2.67,5.33,2.00,2.67,5.33,7.00,2.67,5.33,4.00,2.67,5.33,1.00,2.67,5.33,6.00,2.67,5.33,3.00,2.67,5.33,2.67
1,-4.80,1.60,1.00,3.20,1.00,2.00,1.00,2.00,1.40,2.00,3.00,2.40,1.40,2.40,3.40,2.40,3.40,2.80,1.80,2.80,3.80,2.80,3.80,3.80
3,-12.00,8.00,4.50,4.00,6.50,9.00,8.50,5.00,7.50,1.00,3.50,6.00,5.50,2.00,4.50,10.00,6.50,3.00,8.50,11.00,7.50,7.00,3.50,5.50
4,-12.00,4.00,3.00,8.00,7.00,6.00,5.00,10.00,9.00,2.00,1.00,6.00,5.00,4.00,3.00,8.00,7.00,6.00,11.00,10.00,9.00,2.00,7.00,5.00
1,-6.00,4.00,3.75,2.00,3.75,1.50,1.75,3.50,3.25,3.50,3.25,3.00,1.25,1.00,2.75,5.00,4.75,4.50,2.75,2.50,2.25,2.50,4.25,2.25
1,-8.00,4.33,3.00,3.67,5.33,6.00,2.67,5.33,1.00,2.67,5.33,4.00,2.67,5.33,7.00,2.67,5.33,2.00,2.67,5.33,5.00,2.67,5.33,2.67
1,-6.00,4.00,3.00,2.00,1.00,1.50,2.00,4.00,3.00,2.00,1.00,3.00,3.50,4.00,3.00,2.00,2.50,4.50,5.00,4.00,3.00,2.00,4.00,5.00
30,-24.00,16.00,21.00,8.00,13.00,18.00,5.00,10.00,15.00,2.00,7.00,12.00,23.00,4.00,9.00,20.00,1.00,6.00,17.00,22.00,3.00,14.00,19.00,11.00
1,-4.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,1.00,1.00
1,-4.80,2.00,1.80,2.80,3.80,3.60,1.00,2.00,1.80,2.80,3.80,2.40,1.00,2.00,3.00,2.80,3.80,1.20,1.00,2.00,3.00,2.80,3.80,1.00
24,-24.00,8.00,21.00,16.00,5.00,18.00,13.00,2.00,15.00,10.00,23.00,12.00,7.00,20.00,9.00,4.00,17.00,6.00,1.00,14.00,3.00,22.00,11.00,19.00
1,-8.00,2.67,3.00,5.33,3.00,6.00,3.00,6.00,5.00,6.00,1.00,4.00,2.33,4.00,3.00,4.00,5.67,2.00,7.00,2.00,5.00,2.00,5.00,5.00
1,-6.00,4.00,2.25,2.00,3.25,4.50,1.25,2.50,3.75,3.50,4.75,3.00,2.75,1.00,2.25,5.00,3.25,1.50,1.25,2.50,3.75,3.50,4.75,2.75
1,-4.44,1.78,1.44,2.67,3.22,2.89,3.22,2.00,1.67,2.89,3.44,2.22,2.56,1.33,2.78,3.11,1.89,1.56,1.00,1.56,3.00,2.44,1.22,1.22
4,-12.00,4.00,4.50,8.00,8.50,9.00,6.50,1.00,7.50,5.00,5.50,6.00,9.50,10.00,4.50,2.00,2.50,3.00,6.50,7.00,7.50,11.00,5.50,3.50
2,-6.00,2.00,4.50,4.00,1.50,3.00,2.50,5.00,1.50,3.00,3.50,3.00,1.50,2.00,4.50,4.00,4.50,3.00,2.50,3.00,1.50,1.00,3.50,4.50
1,-8.00,5.33,5.00,2.67,5.53,2.00,2.87,5.73,7.00,3.07,5.13,4.00,3.27,4.53,1.00,3.47,4.73,6.00,2.87,4.93,3.00,2.27,5.13,2.47
1,-6.00,2.00,1.50,4.00,1.50,3.00,3.50,3.00,3.50,3.00,4.50,3.00,4.50,5.00,2.50,1.00,1.50,3.00,1.50,3.00,4.50,3.00,2.50,4.50
3,-6.00,2.00,2.25,4.00,4.25,4.50,3.25,3.50,3.75,2.50,2.75,3.00,1.75,5.00,2.25,1.00,4.25,1.50,3.25,3.50,3.75,2.50,2.75,1.75
1,-6.00,4.00,2.25,2.00,3.25,1.50,4.25,2.50,2.25,3.50,4.75,3.00,2.75,1.00,3.75,5.00,3.25,4.50,1.25,2.50,3.75,3.50,1.75,2.75
1,-6.00,4.00,4.25,2.00,4.25,4.50,4.25,2.50,2.75,2.50,2.75,3.00,2.75,1.00,3.25,5.00,3.25,1.50,3.25,3.50,1.75,3.50,1.75,1.75
1,-3.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.50,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00
1,-8.00,5.33,7.00,2.67,4.33,6.00,1.67,3.33,5.00,4.67,2.33,4.00,3.67,1.33,3.00,6.67,4.33,2.00,5.67,3.33,1.00,4.67,6.33,3.67
1,-3.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,1.50,1.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00
1,-8.00,5.33,3.00,2.67,5.33,6.00,3.67,5.33,1.00,2.67,4.33,4.00,2.67,5.33,7.00,2.67,5.33,2.00,3.67,5.33,5.00,2.67,4.33,2.67
1,-8.00,4.00,5.00,4.00,3.00,2.00,5.00,2.00,7.00,6.00,3.00,4.00,3.00,4.00,1.00,4.00,5.00,6.00,5.00,2.00,3.00,6.00,3.00,5.00
1,-4.00,2.67,1.00,1.33,2.33,2.00,1.00,2.00,1.67,2.00,3.00,2.00,3.00,2.67,2.33,1.33,1.00,2.00,1.00,2.00,3.00,2.00,3.00,1.67
1,-6.00,2.00,4.50,4.00,3.50,3.00,2.50,5.00,1.50,4.00,3.50,3.00,4.00,2.00,4.50,4.00,2.00,3.00,2.50,2.00,1.50,1.00,3.50,2.50
1,-4.00,2.67,3.00,1.33,2.67,2.00,2.33,2.67,1.00,1.33,2.67,2.00,1.33,2.67,3.00,1.33,2.67,2.00,1.33,2.67,1.00,1.33,1.67,1.33
1,-4.00,2.67,1.00,1.33,1.67,2.00,1.33,2.67,3.00,1.33,2.67,2.00,1.33,2.67,1.00,1.33,2.67,2.00,1.33,2.67,3.00,1.33,2.67,2.33
1,-5.54,2.46,3.00,3.08,3.62,4.15,1.46,2.92,3.46,3.54,4.08,2.77,1.00,1.54,2.08,4.00,4.54,1.38,1.46,2.00,2.54,2.62,4.08,1.92
1,-8.00,2.67,3.00,5.33,3.00,6.00,3.00,6.00,5.00,6.00,1.00,4.00,3.67,4.00,3.00,4.00,4.33,2.00,7.00,2.00,5.00,2.00,5.00,5.00
1,-4.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,3.00,3.00,3.00,1.00,1.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00
1,-8.00,5.33,3.00,2.67,5.13,6.00,2.47,4.93,1.00,2.27,4.73,4.00,2.87,4.53,7.00,3.47,5.13,2.00,3.27,5.73,5.00,3.07,5.53,2.87
1,-6.00,2.00,4.75,4.00,4.75,3.50,4.75,3.50,2.25,3.50,2.25,3.00,2.25,5.00,3.75,1.00,3.75,2.50,3.75,2.50,1.25,2.50,1.25,1.25
1,-4.29,2.86,1.29,1.43,3.29,1.71,2.71,1.14,1.29,2.29,2.43,2.14,1.86,2.86,3.00,1.43,2.43,2.57,1.86,2.00,3.00,3.14,1.57,1.00
1,-8.00,2.67,1.00,5.33,2.33,2.00,3.67,2.00,3.00,4.67,3.00,4.00,3.00,4.00,5.00,4.00,5.00,6.00,5.00,3.33,7.00,6.00,4.33,5.67
1,-4.80,1.60,3.00,3.20,2.20,1.20,3.80,2.80,1.80,2.00,1.00,2.40,2.60,1.60,3.00,3.20,2.20,3.60,3.80,2.80,1.80,2.00,1.00,2.60
7,-12.00,4.00,1.50,8.00,5.50,3.00,9.50,7.00,4.50,11.00,8.50,6.00,6.50,10.00,7.50,2.00,5.50,9.00,3.50,1.00,10.50,5.00,2.50,6.50
1,-8.00,3.33,1.00,4.67,2.33,2.00,5.67,3.33,3.00,4.67,2.33,4.00,5.67,3.33,5.00,4.67,2.33,6.00,5.67,3.33,7.00,4.67,2.33,5.67
1,-8.00,4.00,5.00,4.00,5.00,2.00,5.00,6.00,3.00,2.00,5.00,4.00,7.00,4.00,5.00,4.00,1.00,6.00,3.00,6.00,3.00,2.00,3.00,3.00
1,-6.00,2.00,3.00,4.00,5.00,4.50,1.00,2.00,3.00,4.00,5.00,3.00,2.50,2.00,3.00,4.00,3.50,1.50,1.00,2.00,3.00,4.00,5.00,1.00
1,-6.00,2.00,4.25,4.00,1.25,2.50,3.25,2.50,3.75,2.50,1.75,3.00,1.75,5.00,2.25,1.00,4.25,3.50,4.25,3.50,1.75,3.50,2.75,4.75
