count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28
1,-6.00,3.60,3.00,2.00,2.60,2.00,3.00,4.00,1.20,4.80,2.00,3.40,5.00,4.00,3.00,1.00,3.00,2.40,4.00,3.80,2.00,4.00,3.00,2.00,2.00,4.00,5.00,4.00,2.20,1.00
1,-10.00,8.00,5.00,3.33,8.33,1.33,3.00,6.67,6.00,4.00,4.33,1.67,6.33,4.67,1.00,7.17,9.00,2.00,2.67,4.33,7.33,5.67,7.00,5.33,2.33,7.67,2.83,8.67,5.67,3.67
1,-3.00,1.00,1.50,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00
1,-5.71,1.14,2.86,2.86,4.29,1.86,2.57,2.86,2.29,3.43,2.29,1.43,4.71,4.00,3.00,1.86,2.71,4.57,3.71,4.43,2.00,3.43,3.14,1.71,4.14,1.57,3.86,3.86,1.29,1.00
1,-15.00,6.00,7.50,10.00,10.00,1.00,6.00,5.00,12.00,3.00,7.00,5.00,8.50,11.00,4.50,11.00,10.50,9.00,2.00,7.00,13.00,8.00,9.00,4.00,5.50,9.50,4.00,14.00,8.00,6.50
14,-15.00,9.00,7.50,5.00,5.00,14.00,9.00,10.00,3.00,12.00,8.00,10.00,14.00,4.00,3.00,4.00,12.00,6.00,13.00,8.00,2.00,7.00,6.00,11.00,2.00,13.00,11.00,1.00,7.00,1.00
13,-15.00,3.00,7.50,10.00,10.00,13.00,3.00,5.00,6.00,9.00,1.00,5.00,13.00,8.00,6.00,8.00,9.00,12.00,11.00,1.00,4.00,14.00,12.00,7.00,4.00,11.00,7.00,2.00,14.00,2.00
1,-10.00,2.00,5.00,3.33,3.33,5.33,7.00,6.67,4.00,6.00,2.33,6.67,5.33,6.17,9.00,6.17,1.00,8.00,5.67,2.33,4.33,7.67,3.00,3.83,4.33,5.67,3.83,4.67,7.67,4.67
1,-10.00,4.00,5.00,3.33,8.33,7.33,9.00,6.67,8.00,2.00,6.33,1.67,7.33,5.67,3.00,5.67,7.00,6.00,4.67,6.33,5.33,3.67,1.00,4.33,5.33,4.67,4.33,2.67,3.67,2.67
13,-15.00,9.00,7.50,10.00,10.00,4.00,9.00,5.00,3.00,12.00,13.00,5.00,4.00,14.00,3.00,14.00,12.00,6.00,8.00,13.00,7.00,2.00,6.00,1.00,7.00,8.00,1.00,11.00,2.00,11.00
1,-6.00,3.00,3.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,4.00,2.00,1.00,2.00,3.00,2.00,3.00,3.00,2.00,1.00,4.00,2.00,3.00,4.00,1.00,5.00,4.00,2.00,5.00,5.00
1,-10.00,2.00,5.00,4.44,2.78,3.11,7.00,5.56,4.00,6.00,5.11,7.22,4.78,7.56,9.00,5.89,1.00,8.00,6.22,3.44,3.78,4.89,3.00,2.44,5.44,4.56,4.11,6.89,6.56,5.22
23,-30.00,6.00,15.00,10.00,25.00,16.00,21.00,20.00,12.00,18.00,22.00,5.00,1.00,26.00,27.00,11.00,3.00,24.00,2.00,7.00,28.00,8.00,9.00,4.00,13.00,17.00,19.00,14.00,23.00,29.00
1,-5.00,3.50,2.50,2.71,3.33,1.83,1.00,2.29,2.00,3.00,1.58,1.67,3.08,1.42,2.00,3.29,3.00,1.50,3.67,1.58,1.33,3.42,4.00,3.58,2.58,2.42,1.71,3.17,3.42,1.92
1,-6.00,2.76,3.00,2.00,5.00,4.16,4.56,4.00,3.12,2.88,3.92,1.00,1.76,4.96,4.32,3.76,1.68,3.24,3.52,2.72,2.48,2.08,1.44,1.04,2.48,3.52,2.24,1.84,3.28,4.24
1,-10.00,4.00,5.00,3.33,8.33,7.33,9.00,6.67,8.00,2.00,4.67,1.67,2.33,7.33,3.00,5.67,7.00,6.00,4.67,6.33,5.33,5.33,1.00,2.67,3.67,6.33,4.33,2.67,3.67,7.67
1,-5.00,2.00,2.50,1.67,3.33,3.67,3.67,3.33,2.33,2.67,2.33,1.67,2.00,2.00,4.00,2.00,1.00,3.00,4.00,2.33,1.00,2.67,1.33,3.00,2.67,2.33,3.00,1.33,2.67,3.00
1,-3.00,1.00,1.50,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00
1,-5.00,4.00,2.50,3.33,3.33,2.33,4.00,1.67,3.00,2.00,3.33,1.67,3.33,1.67,3.00,1.67,2.00,1.00,1.67,3.33,3.33,1.67,1.00,3.33,3.33,1.67,3.33,2.67,1.67,1.67
1,-7.50,3.00,3.75,5.00,1.25,4.25,3.00,2.50,6.00,1.50,3.50,6.25,4.25,5.50,2.25,5.50,5.25,4.50,1.00,3.50,6.50,4.00,4.50,2.00,2.75,4.75,2.00,3.25,4.00,3.25
1,-6.00,2.70,3.00,2.00,5.00,3.20,1.20,4.00,2.40,3.60,1.40,1.00,1.70,2.20,2.40,3.70,3.60,3.30,3.40,4.40,2.60,4.60,4.80,3.80,2.60,3.40,2.30,2.80,1.60,4.30
1,-6.00,1.53,3.00,2.00,5.00,3.53,1.25,4.00,2.51,3.49,2.33,1.00,1.62,1.71,2.24,2.53,3.76,4.47,3.24,2.05,2.76,3.67,4.75,4.29,3.58,2.42,3.47,2.47,3.95,4.38
1,-6.00,2.40,3.00,2.00,5.00,2.40,2.40,4.00,3.80,2.20,4.80,1.00,2.40,2.40,3.80,2.40,2.20,3.60,4.80,4.80,1.20,1.20,3.60,3.60,1.20,4.80,3.60,3.60,1.20,3.60
1,-6.00,2.00,3.00,4.00,3.00,4.00,3.00,2.00,4.00,2.00,4.00,3.00,1.00,2.00,3.00,5.00,3.00,4.00,2.00,1.00,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,5.00,5.00
1,-6.92,4.15,3.46,3.85,5.00,3.38,3.00,3.08,1.38,5.54,2.92,1.92,4.54,4.92,4.85,3.77,2.08,2.77,2.15,1.77,4.77,4.00,3.92,2.00,5.92,1.00,3.15,3.54,5.15,2.38
1,-15.00,4.50,7.50,10.00,10.00,7.00,12.00,5.00,9.00,6.00,4.00,5.00,7.00,2.00,9.00,9.50,6.00,10.50,6.50,4.00,8.50,11.00,3.00,13.00,1.00,14.00,5.50,8.00,11.00,8.00
1,-5.00,4.00,2.50,1.67,1.67,4.00,4.00,3.33,3.00,2.00,3.00,3.33,2.33,4.00,3.00,4.00,2.00,1.00,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,1.00,1.00,2.00,2.67
9,-10.00,6.00,5.00,6.67,5.00,6.00,1.00,3.33,2.00,8.00,2.00,5.00,1.00,6.00,7.00,1.00,3.00,4.00,2.00,7.00,8.00,8.00,9.00,4.00,3.00,7.00,9.00,4.00,3.00,9.00
1,-5.00,1.00,2.50,3.33,3.33,1.83,3.50,1.67,2.00,3.00,2.83,1.67,1.83,2.67,2.00,2.67,3.00,4.00,1.17,2.83,3.83,2.17,1.50,2.33,3.83,1.17,2.33,3.17,2.17,3.17
2,-10.00,8.00,5.00,6.67,1.67,4.67,3.00,3.33,6.00,4.00,2.67,8.33,4.67,6.33,1.00,6.33,9.00,2.00,4.33,2.67,5.67,7.33,7.00,3.67,5.67,4.33,3.67,5.33,7.33,5.33
1,-7.50,4.13,3.75,2.50,2.50,4.75,6.00,5.00,4.50,3.00,5.13,5.00,1.00,3.50,4.50,3.50,3.00,3.38,2.00,5.13,5.50,2.38,1.50,4.00,5.50,2.00,4.00,2.75,2.38,6.50
1,-7.50,6.00,3.75,5.00,5.00,3.50,6.00,2.50,4.50,3.00,2.00,2.50,3.50,4.75,4.50,1.00,3.00,1.50,3.25,5.75,4.25,5.50,1.50,2.75,4.25,3.25,6.50,4.00,1.75,4.00
1,-5.00,4.00,2.50,2.50,2.50,1.50,1.50,2.50,3.00,2.00,3.00,2.50,1.50,1.50,3.00,1.50,2.00,1.00,3.00,1.75,2.00,2.00,3.50,3.50,3.25,1.75,3.50,3.50,3.25,3.50
1,-6.00,3.60,3.00,2.00,5.00,2.00,3.00,4.00,1.20,4.80,2.00,1.00,5.00,4.00,3.00,1.00,3.00,2.40,4.00,5.00,2.00,4.00,3.00,2.00,5.00,1.00,5.00,4.00,1.00,1.00
1,-10.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,3.00,7.00,3.00,5.00,9.00,4.00,3.00,4.00,7.00,6.00,8.00,8.00,2.00,7.00,6.00,6.00,2.00,8.00,6.00,6.00,2.00,1.00
1,-5.45,1.09,2.73,1.82,3.18,2.91,2.45,3.64,2.18,3.27,1.27,2.27,4.27,2.00,3.55,3.36,1.91,4.36,3.09,2.64,2.36,4.18,3.00,3.45,1.00,4.45,2.09,2.55,2.82,1.18
1,-7.50,6.00,3.75,5.00,2.50,3.50,3.50,2.50,4.50,3.00,2.00,5.00,1.00,3.50,4.50,3.50,3.00,1.50,2.00,4.50,5.50,5.50,4.00,4.00,5.50,2.00,4.00,4.00,3.00,6.50
12,-30.00,12.00,15.00,10.00,25.00,22.00,27.00,20.00,24.00,6.00,4.00,5.00,7.00,2.00,9.00,17.00,21.00,18.00,14.00,19.00,16.00,26.00,3.00,28.00,1.00,29.00,13.00,8.00,11.00,23.00
1,-8.57,3.43,4.29,5.71,5.71,4.86,5.57,2.86,6.86,1.71,4.00,2.86,2.71,2.00,4.71,4.14,3.86,5.14,5.43,6.14,3.14,4.57,3.00,6.57,1.00,7.57,4.43,3.71,2.43,5.86
4,-10.00,4.00,5.00,6.67,5.00,4.00,9.00,3.33,8.00,2.00,8.00,5.00,9.00,4.00,3.00,9.00,7.00,6.00,8.00,3.00,2.00,2.00,1.00,6.00,7.00,3.00,1.00,6.00,7.00,1.00
1,-15.00,6.00,7.50,5.00,5.00,11.00,6.00,10.00,12.00,3.00,2.00,10.00,11.00,1.00,12.00,8.50,3.00,9.00,7.00,9.50,8.00,13.00,9.00,14.00,8.00,7.00,6.50,4.00,5.50,4.00
4,-15.00,12.00,7.50,10.00,2.50,7.00,4.50,5.00,9.00,6.00,4.00,12.50,7.00,2.00,9.00,9.50,6.00,3.00,14.00,11.50,1.00,11.00,10.50,13.00,8.50,6.50,5.50,8.00,3.50,8.00
9,-10.00,2.00,5.00,6.67,5.00,2.00,7.00,3.33,4.00,6.00,4.00,5.00,7.00,2.00,9.00,7.00,1.00,8.00,4.00,9.00,6.00,6.00,3.00,8.00,1.00,9.00,3.00,8.00,1.00,3.00
1,-3.00,1.00,1.50,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00
1,-6.00,2.40,3.00,2.00,5.00,4.40,2.40,4.00,1.80,4.20,3.80,1.00,4.40,3.40,1.80,3.40,4.20,3.60,2.80,3.80,3.20,2.20,3.60,2.60,3.20,2.80,2.60,1.60,2.20,1.60
5,-10.00,8.00,5.00,3.33,5.00,8.00,3.00,6.67,6.00,4.00,6.00,5.00,3.00,8.00,1.00,3.00,9.00,2.00,6.00,1.00,4.00,4.00,7.00,2.00,9.00,1.00,7.00,2.00,9.00,7.00
1,-3.00,2.00,1.50,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00
1,-10.00,6.00,5.00,3.33,5.00,6.00,2.67,6.67,5.33,4.67,2.00,5.00,6.00,6.00,7.00,1.00,3.00,4.00,2.00,7.00,8.00,8.00,7.33,4.00,3.00,7.00,9.00,4.00,3.00,4.00
1,-5.00,4.00,2.50,3.33,3.33,2.33,2.33,1.67,3.00,2.00,3.00,1.67,4.00,4.00,3.00,4.00,2.00,1.00,3.00,3.00,2.00,2.00,2.67,1.00,2.00,3.00,1.00,2.67,2.00,1.00
2,-10.00,8.00,5.00,3.33,5.00,8.00,3.00,6.67,6.00,4.00,6.00,5.00,3.00,8.00,1.00,3.00,9.00,2.00,6.00,1.00,4.00,4.00,7.00,2.00,5.67,4.33,7.00,2.00,9.00,7.00
1,-3.00,2.00,1.50,2.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00
1,-10.00,4.00,5.00,5.00,5.00,4.00,9.00,5.00,8.00,2.00,8.00,5.00,9.00,4.00,3.00,4.00,7.00,6.00,8.00,3.00,2.00,2.00,1.00,6.00,7.00,3.00,6.00,6.00,7.00,1.00
2,-6.00,3.60,3.00,2.00,5.00,2.00,3.00,4.00,1.20,4.80,2.00,1.00,3.80,4.00,3.00,1.00,3.00,2.40,4.00,5.00,2.00,4.00,3.00,2.00,5.00,1.00,5.00,4.00,1.00,2.20
1,-10.00,2.00,5.00,6.67,1.67,8.67,7.00,3.33,4.00,6.00,5.67,8.33,3.67,5.33,9.00,5.33,1.00,8.00,7.33,5.67,2.67,4.33,3.00,4.67,7.67,2.33,4.67,1.33,4.33,6.33
1,-10.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,8.00,2.00,8.00,5.00,4.00,4.00,3.00,9.00,7.00,6.00,3.00,3.00,7.00,2.00,6.00,6.00,2.00,8.00,1.00,6.00,7.00,6.00
1,-10.00,6.00,5.00,3.33,5.00,6.00,7.67,6.67,5.33,4.67,2.00,5.00,1.00,6.00,7.00,4.33,3.00,4.00,2.00,7.00,8.00,8.00,2.33,4.00,6.33,3.67,5.67,4.00,3.00,9.00
1,-7.50,5.25,3.75,2.50,5.00,6.50,5.25,5.00,3.00,4.50,4.25,2.50,2.75,2.75,3.00,4.00,4.50,2.25,5.50,4.25,2.00,3.25,2.25,4.75,2.00,5.50,3.50,1.00,3.25,4.75
1,-7.50,3.50,3.75,5.00,5.00,3.50,1.00,2.50,2.00,5.50,2.00,2.50,1.00,3.50,4.50,1.00,3.00,4.00,2.00,4.50,5.50,5.50,6.50,4.00,3.00,4.50,6.50,4.00,3.00,6.50
1,-7.50,4.50,3.75,5.00,1.25,2.00,2.63,2.50,1.50,6.00,6.50,6.25,5.75,3.25,5.25,3.25,2.25,3.00,4.00,2.75,3.50,1.00,4.88,4.25,1.63,5.88,4.25,5.50,4.75,1.75
16,-30.00,24.00,15.00,20.00,5.00,14.00,9.00,10.00,18.00,12.00,8.00,25.00,29.00,4.00,3.00,19.00,27.00,6.00,28.00,23.00,2.00,22.00,21.00,26.00,17.00,13.00,11.00,16.00,7.00,1.00
2,-6.00,1.20,3.00,4.00,1.00,4.00,3.00,2.00,2.40,3.60,4.00,5.00,1.00,2.00,3.00,5.00,3.00,4.80,2.00,2.20,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,3.80,5.00
1,-6.00,4.80,3.00,2.00,5.00,3.80,1.80,4.00,3.60,2.40,3.60,1.00,3.80,2.80,3.60,4.80,2.40,1.20,1.60,2.60,4.40,2.40,4.20,3.20,2.40,3.60,1.20,2.20,3.40,2.20
1,-10.00,8.00,5.00,3.33,5.00,1.33,3.00,6.67,6.00,4.00,6.00,5.00,6.33,4.67,1.00,3.00,9.00,2.00,2.67,4.33,7.33,4.00,7.00,5.33,2.33,7.67,7.00,8.67,5.67,3.67
1,-7.50,4.50,3.75,5.00,3.13,2.00,4.50,2.50,3.38,4.13,2.75,4.38,3.88,5.13,1.50,5.13,6.00,3.00,2.13,6.50,5.38,4.75,3.00,2.38,3.50,4.00,2.38,5.50,1.00,3.63
2,-10.00,8.00,5.00,6.67,5.00,8.00,3.00,3.33,6.00,4.00,6.00,5.00,3.00,8.00,1.00,3.00,9.00,2.00,6.00,1.00,4.00,4.00,7.00,2.00,9.00,1.00,7.00,2.00,9.00,7.00
1,-6.67,4.00,3.33,2.22,2.22,4.56,5.67,4.44,4.67,2.00,2.72,4.44,1.22,3.44,3.00,3.44,3.67,2.67,2.44,4.39,4.22,3.94,1.00,3.22,1.72,4.94,3.22,2.11,2.28,5.44
1,-7.50,3.00,3.75,5.00,5.00,4.25,3.00,2.50,6.00,1.50,3.50,2.50,4.25,5.50,6.00,5.50,1.50,4.50,1.00,3.50,6.50,4.00,4.50,2.00,6.50,1.00,2.00,3.25,4.00,3.25
1,-8.18,6.55,4.09,3.64,2.27,2.00,5.18,4.55,4.91,3.27,3.09,5.91,6.09,5.64,3.55,4.27,4.64,1.64,4.00,7.18,4.18,5.09,3.00,2.55,5.55,2.64,3.91,6.18,1.00,2.09
4,-15.00,6.00,7.50,5.00,5.00,11.00,6.00,10.00,12.00,3.00,2.00,10.00,11.00,8.50,12.00,1.00,3.00,9.00,7.00,2.00,8.00,13.00,9.00,6.50,8.00,7.00,14.00,4.00,13.00,4.00
1,-6.43,5.14,3.21,4.29,4.29,3.71,3.00,2.14,3.86,2.57,3.14,2.14,3.71,4.43,1.71,1.57,4.71,1.29,3.86,2.43,2.57,3.29,3.43,2.00,5.43,1.00,4.86,2.71,4.00,2.71
2,-15.00,3.00,7.50,10.00,10.00,13.00,10.50,5.00,6.00,9.00,1.00,5.00,5.50,8.00,6.00,8.00,9.00,12.00,11.00,8.50,4.00,14.00,4.50,7.00,11.50,3.50,7.00,2.00,6.50,9.50
1,-5.00,3.00,2.50,3.33,1.67,3.00,3.00,1.67,1.00,4.00,1.00,3.33,1.33,3.00,2.67,3.00,2.33,2.00,1.00,2.67,4.00,4.00,2.00,2.00,2.33,2.67,2.00,2.00,2.33,3.67
2,-10.00,6.00,5.00,3.33,5.00,6.00,1.00,6.67,2.00,8.00,5.33,5.00,4.33,2.67,7.00,7.67,3.00,4.00,8.67,7.00,1.33,4.67,9.00,7.33,6.33,3.67,2.33,4.00,3.00,5.67
2,-15.00,3.00,7.50,5.00,5.00,8.00,10.50,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,5.50,9.00,12.00,1.00,3.50,14.00,4.00,4.50,2.00,6.50,8.50,9.50,7.00,11.50,7.00
1,-4.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,3.00,1.00,2.00,3.00,3.00,1.00,2.00,2.00,1.00,2.00,2.00,3.00,2.00,1.00,3.00,1.00,2.00,3.00,3.00
9,-15.00,3.00,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,13.00,9.00,12.00,1.00,11.00,14.00,4.00,12.00,2.00,14.00,1.00,2.00,7.00,4.00,7.00
1,-10.00,2.00,5.00,5.00,5.00,2.00,7.00,5.00,4.00,6.00,4.00,5.00,7.00,7.00,4.00,2.00,6.00,8.00,4.00,9.00,6.00,6.00,3.00,3.00,6.00,4.00,8.00,8.00,1.00,3.00
1,-5.00,3.00,2.50,3.33,2.08,1.33,3.00,1.67,1.00,4.00,1.83,2.92,1.33,2.17,1.00,3.42,4.00,2.00,2.67,1.83,2.33,3.17,2.00,2.83,2.33,2.67,1.58,3.67,3.17,3.67
3,-6.00,1.20,3.00,4.00,1.00,1.20,1.20,2.00,2.40,3.60,2.40,5.00,1.20,1.20,2.40,1.20,3.60,4.80,2.40,2.40,3.60,3.60,4.80,4.80,3.60,2.40,4.80,4.80,3.60,4.80
1,-6.00,1.20,3.00,2.00,5.00,3.20,4.20,4.00,2.40,3.60,3.07,1.00,4.87,4.53,3.40,2.20,2.60,4.80,3.73,1.40,2.27,2.93,1.80,1.47,2.60,3.40,3.80,2.80,4.60,1.13
1,-15.00,3.00,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,5.50,9.00,12.00,1.00,11.00,14.00,4.00,12.00,2.00,6.50,8.50,9.50,7.00,4.00,7.00
1,-10.00,6.00,5.00,6.67,1.67,2.67,1.00,3.33,2.00,8.00,8.67,8.33,7.67,4.33,7.00,4.33,3.00,4.00,5.33,3.67,4.67,1.33,9.00,5.67,7.17,2.83,5.67,7.33,6.33,2.33
1,-8.18,4.91,4.09,4.55,3.18,4.00,3.55,3.64,1.64,6.55,6.18,5.00,2.64,3.09,3.00,7.18,5.18,3.27,2.55,2.09,5.64,2.00,4.64,5.09,1.55,6.64,1.00,4.18,6.09,5.55
1,-10.00,2.00,5.00,5.00,5.00,2.00,7.00,5.00,4.00,6.00,4.00,5.00,7.00,2.00,9.00,7.00,1.00,8.00,4.00,4.00,6.00,6.00,3.00,8.00,1.00,9.00,3.00,8.00,6.00,3.00
1,-8.57,3.43,4.29,2.86,2.86,2.00,5.57,5.71,6.86,1.71,3.29,5.71,6.29,4.86,4.71,2.71,3.86,5.14,4.00,7.57,4.57,5.29,3.00,3.71,4.57,4.00,5.86,6.57,1.00,2.29
1,-6.67,2.67,3.33,2.22,5.56,1.56,1.00,4.44,2.00,4.67,2.56,1.11,1.56,2.11,3.67,2.11,3.00,4.00,3.11,2.56,3.56,4.11,5.67,4.56,3.56,3.11,4.56,5.11,4.11,5.11
1,-6.00,3.00,3.00,2.00,5.00,2.00,3.00,4.00,3.00,3.00,2.00,1.00,5.00,4.00,3.00,1.00,3.00,3.00,4.00,2.00,2.00,4.00,3.00,2.00,5.00,1.00,5.00,4.00,4.00,1.00
1,-5.00,3.00,2.50,3.33,3.33,1.33,3.00,1.67,1.00,4.00,1.83,1.67,1.33,3.42,1.00,3.42,4.00,2.00,2.67,1.83,2.33,3.17,2.00,1.58,2.33,2.67,1.58,3.67,3.17,3.67
1,-10.00,8.00,5.00,5.00,5.00,8.00,3.00,5.00,6.00,4.00,6.00,5.00,3.00,8.00,6.00,3.00,4.00,2.00,6.00,6.00,4.00,4.00,7.00,2.00,9.00,1.00,7.00,2.00,4.00,7.00
1,-6.00,2.00,3.00,2.67,3.67,2.67,3.00,3.33,4.00,2.00,2.67,2.33,3.67,1.33,5.00,4.33,1.00,4.00,2.33,1.67,3.67,3.33,3.00,4.67,3.67,2.33,1.67,3.33,4.33,2.33
1,-5.00,4.00,2.50,1.67,1.67,1.67,4.00,3.33,3.00,2.00,1.67,3.33,1.67,2.33,3.00,2.33,2.00,1.00,3.33,1.67,1.67,3.33,1.00,2.67,1.67,3.33,2.67,3.33,3.33,3.33
1,-6.18,2.82,3.09,4.12,3.68,5.18,1.50,2.06,3.00,3.18,1.82,2.50,2.09,4.00,4.32,2.68,1.85,3.35,4.18,2.26,2.00,4.35,4.68,2.18,3.32,2.85,3.50,1.00,3.91,4.09
1,-15.00,9.00,7.50,10.00,10.00,4.00,9.00,5.00,3.00,12.00,13.00,5.00,4.00,6.50,3.00,14.00,12.00,6.00,8.00,13.00,7.00,2.00,6.00,8.50,7.00,8.00,1.00,11.00,2.00,11.00
1,-6.00,2.80,3.00,4.00,1.00,3.80,2.80,2.00,1.60,4.40,1.60,5.00,3.80,2.80,2.60,1.80,3.40,3.20,1.60,2.60,4.40,4.40,3.20,3.20,3.40,2.60,4.20,2.20,3.40,2.20
1,-7.50,3.50,3.75,5.00,3.75,1.00,2.25,2.50,4.50,3.00,4.50,3.75,4.75,3.50,5.75,4.75,1.75,4.00,2.00,3.25,5.50,3.00,5.25,4.00,1.75,5.75,2.75,6.50,4.25,2.75
1,-7.50,4.50,3.75,5.00,5.00,2.00,4.50,2.50,1.50,6.00,4.00,2.50,3.25,2.00,5.25,5.75,2.25,3.00,4.00,6.50,3.50,3.50,3.00,5.50,3.50,4.00,1.75,5.50,1.00,4.25
1,-6.00,3.60,3.00,4.00,1.00,4.00,3.00,2.00,1.20,4.80,4.00,5.00,1.00,2.00,3.00,5.00,3.00,2.40,2.00,2.20,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,3.80,5.00
1,-10.00,6.00,5.00,6.67,6.67,6.67,1.00,3.33,2.00,8.00,6.67,3.33,6.67,3.33,7.00,4.33,3.00,4.00,3.33,6.67,6.67,3.33,9.00,6.67,5.67,4.33,5.67,3.33,3.33,3.33
1,-5.00,3.00,2.50,1.67,3.33,3.00,3.00,3.33,1.00,4.00,1.00,1.67,3.00,3.00,1.00,3.00,4.00,2.00,2.67,1.00,2.33,4.00,2.00,2.00,4.00,1.00,2.00,2.00,4.00,2.00
1,-6.00,3.00,3.00,2.00,2.00,2.00,3.00,4.00,3.00,3.00,2.00,4.00,2.00,4.00,3.00,4.00,3.00,3.00,1.00,5.00,5.00,4.00,3.00,2.00,5.00,1.00,2.00,4.00,1.00,4.00
1,-10.00,6.00,5.00,6.67,6.67,2.67,1.00,3.33,2.00,8.00,3.67,3.33,2.67,4.33,7.00,4.33,3.00,4.00,5.33,3.67,4.67,6.33,9.00,5.67,4.67,5.33,5.67,7.33,6.33,7.33
1,-7.50,2.25,3.75,2.50,4.38,1.00,4.13,5.00,4.50,3.00,3.25,3.13,4.75,3.50,6.38,5.38,1.13,5.25,2.00,3.25,5.50,4.25,3.38,4.00,1.75,5.75,2.13,6.50,4.25,2.75
1,-6.00,3.00,3.00,2.00,5.00,2.00,3.00,4.00,4.50,1.50,2.00,1.00,2.00,4.00,3.00,2.50,3.00,3.00,4.00,5.00,2.00,4.00,3.00,2.00,5.00,1.00,3.50,4.00,1.00,4.00
1,-5.00,1.50,2.50,2.50,2.50,4.00,1.50,2.50,3.00,2.00,3.00,2.50,4.00,1.50,3.00,4.00,2.00,3.50,3.00,3.00,2.00,2.00,3.50,3.50,2.00,3.00,1.00,1.00,2.00,1.00
1,-6.43,1.71,3.21,2.86,5.00,2.43,3.86,3.57,3.43,3.00,2.00,1.43,2.43,3.14,3.43,1.00,3.00,4.71,4.86,4.14,1.57,4.43,2.57,3.29,4.79,1.64,5.43,4.00,2.29,4.00
1,-10.00,2.00,5.00,4.17,4.17,3.67,7.00,5.83,4.00,6.00,3.17,5.83,3.67,5.33,9.00,5.33,1.00,8.00,7.33,3.17,2.67,6.83,3.00,4.67,2.67,7.33,4.67,6.33,6.83,6.33
1,-5.00,1.00,2.50,2.78,1.11,3.78,2.67,2.22,2.00,3.00,3.11,3.89,2.11,1.56,3.67,3.22,1.33,4.00,2.56,3.11,2.44,1.89,2.33,3.44,3.28,1.72,1.78,1.22,1.89,2.89
1,-7.50,5.25,3.75,2.50,6.25,4.00,1.50,5.00,3.00,4.50,5.50,1.25,4.00,2.75,3.00,6.50,4.50,2.25,4.25,5.50,3.25,2.00,6.00,4.75,3.25,4.25,1.00,3.50,2.00,3.50
1,-7.50,4.50,3.75,2.50,2.50,2.00,4.50,5.00,1.50,6.00,4.00,5.00,4.50,2.00,1.50,2.00,6.00,3.00,4.00,4.00,3.50,3.50,3.00,5.50,1.00,6.50,5.50,5.50,3.50,3.00
1,-6.00,4.00,3.00,4.00,4.00,2.00,2.00,2.00,4.00,2.00,2.00,2.00,5.00,3.00,2.00,4.00,4.00,2.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,2.00,2.00,4.00,2.00,1.00
1,-5.00,2.00,2.50,2.50,2.50,2.00,2.00,2.50,4.00,1.00,4.00,2.50,2.00,2.00,4.00,2.00,1.00,3.00,1.50,4.00,3.50,1.00,3.00,3.00,3.50,1.50,3.00,3.00,1.00,3.00
1,-5.00,1.50,2.50,1.67,3.75,2.33,2.75,3.33,3.00,2.00,3.00,1.25,1.50,4.00,1.75,1.50,3.25,3.50,3.00,1.75,2.00,2.00,2.25,1.00,3.25,1.75,3.50,2.67,3.25,3.50
